netst,stlo,stla,timerange,fband,fmin,fmax,fwcen,intb,intQ,mean_free,scaling_amp,tbeg,tend,noiselevel,madratio,data_path,Q-1,fmid,vs30
CI.GOU,-118.188339,34.221191,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.11,85.68,0.2,2.799736,3.0,11.0,0.02631998,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011671335200746964,1.5,537.1341
CI.GOU,-118.188339,34.221191,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.39,48.332,0.2,3.362879,1.0,12.0,0.0010069,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.020690225937267236,3.0,537.1341
CI.GR2,-118.30024,34.11816,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.09,52.36,0.2,0.431903,6.0,18.0,0.00109932,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,0.75,722.2737
CI.GR2,-118.30024,34.11816,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.17,55.44,0.2,0.585936,3.0,20.0,0.00026503,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01803751803751804,1.5,722.2737
CI.GR2,-118.30024,34.11816,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.41,45.975,0.2,4.606568,1.0,18.0,0.00010076,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02175095160413268,3.0,722.2737
CI.GRA,-117.366211,36.996078,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.23,20.489,0.2,5.770586,6.0,17.0,0.00248163,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.04880667675337986,0.75,900.0
CI.GRA,-117.366211,36.996078,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.2,47.124,0.2,14.103883,3.0,33.0,0.00031649,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,1.5,900.0
CI.GRA,-117.366211,36.996078,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.22,85.68,0.2,2.153061,1.0,14.0,0.00225213,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011671335200746964,3.0,900.0
CI.HAR,-117.299088,35.011398,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.17,27.72,0.2,7.443138,6.0,25.0,0.00152306,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03607503607503608,0.75,318.7851
CI.HAR,-117.299088,35.011398,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.23,40.977,0.2,0.984189,3.0,23.0,7.203e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024403933914146962,1.5,318.7851
CI.HAR,-117.299088,35.011398,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.31,60.805,0.2,0.63865,1.0,17.0,3.26e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016446015952635475,3.0,318.7851
CI.HDH,-118.639992,34.775291,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.09,52.36,0.2,1.604262,6.0,12.0,0.01402135,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,0.75,417.9498
CI.HDH,-118.639992,34.775291,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.06,157.08,0.2,0.276431,3.0,10.0,0.0043162,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0063661828367710714,1.5,417.9498
CI.HDH,-118.639992,34.775291,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.36,52.36,0.2,0.562512,1.0,9.0,0.00069766,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,3.0,417.9498
CI.HEC,-116.334999,34.829399,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,0.302341,6.0,21.0,0.00085685,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,682.2791
CI.HEC,-116.334999,34.829399,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.18,52.36,0.2,0.838319,3.0,15.0,0.00077717,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,1.5,682.2791
CI.HEC,-116.334999,34.829399,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.15,125.664,0.2,2.966436,1.0,32.0,0.00017004,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00795772854596384,3.0,682.2791
CI.HHL,-119.748581,34.600796,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.08,58.905,0.2,1.252911,6.0,23.0,0.00207298,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016976487564722857,0.75,900.0
CI.HHL,-119.748581,34.600796,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.31,30.403,0.2,9.82427,3.0,13.0,0.00320062,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03289149097128573,1.5,900.0
CI.HHL,-119.748581,34.600796,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.52,36.249,0.2,2.187299,1.0,4.0,0.01435232,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,3.0,900.0
CI.HIW,-115.384232,35.039982,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.13,36.249,0.2,5.936256,6.0,19.0,0.01023596,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,0.75,701.6073
CI.HIW,-115.384232,35.039982,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.12,78.54,0.2,4.29469,3.0,24.0,0.00274094,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,1.5,701.6073
CI.HIW,-115.384232,35.039982,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.11,171.36,0.2,1.447667,1.0,19.0,0.00252029,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005835667600373482,3.0,701.6073
CI.HLL,-118.359673,34.17643,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.19,24.802,0.2,3.406422,6.0,13.0,0.00481494,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.040319329086364,0.75,321.7057
CI.HLL,-118.359673,34.17643,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.04,235.619,0.2,0.923592,3.0,16.0,0.00628209,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,1.5,321.7057
CI.HLL,-118.359673,34.17643,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.15,125.664,0.2,0.739803,1.0,15.0,0.00130078,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00795772854596384,3.0,321.7057
CI.HMT2,-117.001526,33.708115,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.28,16.83,0.2,0.955703,6.0,12.0,0.00092536,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.05941770647653001,0.75,606.0889
CI.HMT2,-117.001526,33.708115,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.1,94.248,0.2,0.084002,3.0,7.0,0.00127132,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,1.5,606.0889
CI.HMT2,-117.001526,33.708115,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.51,36.96,0.2,1.337084,1.0,10.0,0.00028426,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.027056277056277056,3.0,606.0889
CI.HOL,-117.84539,34.458309,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.02,235.619,0.2,0.862158,6.0,27.0,0.0050907,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,0.75,531.4061
CI.HOL,-117.84539,34.458309,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.2,47.124,0.2,1.298405,3.0,11.0,0.00293915,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,1.5,531.4061
CI.HOL,-117.84539,34.458309,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.24,78.54,0.2,1.503528,1.0,14.0,0.00132412,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,3.0,531.4061
CI.HRV,-118.804398,34.727112,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.19,24.802,0.2,0.670417,6.0,15.0,0.00072773,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.040319329086364,0.75,429.4182
CI.HRV,-118.804398,34.727112,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.01,942.478,0.2,0.045316,3.0,25.0,0.00036446,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0010610327243712851,1.5,429.4182
CI.HRV,-118.804398,34.727112,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.42,44.88,0.2,3.004127,1.0,19.0,3.699e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.022281639928698752,3.0,429.4182
CI.HYS,-117.569748,34.865318,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.02,235.619,0.2,1.24606,6.0,11.0,0.0149402,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,0.75,423.8865
CI.HYS,-117.569748,34.865318,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.26,36.249,0.2,4.476347,3.0,11.0,0.00639875,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,1.5,423.8865
CI.HYS,-117.569748,34.865318,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.01,1884.956,0.2,0.566572,1.0,6.0,0.03360605,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0005305163621856426,3.0,423.8865
CI.IDO,-116.221519,33.79678,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.05,94.248,0.2,3.924306,6.0,21.0,0.02194666,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,0.75,506.0
CI.IDO,-116.221519,33.79678,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.19,49.604,0.2,3.057102,3.0,20.0,0.00074371,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.020159664543182,1.5,506.0
CI.IDO,-116.221519,33.79678,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.17,110.88,0.2,1.626514,1.0,20.0,0.00070924,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00901875901875902,3.0,506.0
CI.IPT,-117.284981,34.19701,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.42,11.22,0.2,36.949289,6.0,13.0,0.00348839,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.08912655971479501,0.75,706.0
CI.IPT,-117.284981,34.19701,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.15,62.832,0.2,1.394257,3.0,20.0,0.00100514,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01591545709192768,1.5,706.0
CI.IPT,-117.284981,34.19701,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.26,72.498,0.2,4.019618,1.0,16.0,0.00167464,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.013793483958178155,3.0,706.0
CI.JEM,-116.597549,33.080978,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.26,18.125,0.2,0.448332,6.0,13.0,0.0002882,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.05517241379310345,0.75,500.7423
CI.JEM,-116.597549,33.080978,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,1.35,6.981,0.2,0.944001,3.0,5.0,7.102e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.14324595330181922,1.5,500.7423
CI.JEM,-116.597549,33.080978,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,1.09,17.293,0.2,1.03518,1.0,7.0,5.506e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.05782686636211184,3.0,500.7423
CI.JNH2,-117.955406,34.44894,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.12,39.27,0.2,1.819569,6.0,16.0,0.00530141,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.025464731347084286,0.75,606.5369
CI.JNH2,-117.955406,34.44894,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.18,52.36,0.2,1.598558,3.0,13.0,0.00470886,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,1.5,606.5369
CI.JNH2,-117.955406,34.44894,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.01,1884.956,0.2,0.37997,1.0,12.0,0.00871889,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0005305163621856426,3.0,606.5369
CI.JPLS,-118.173683,34.205299,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.13,36.249,0.2,9.247219,6.0,18.0,0.01426033,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,0.75,865.5921
CI.JPLS,-118.173683,34.205299,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.29,32.499,0.2,1.68552,3.0,19.0,7.603e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.030770177543924426,1.5,865.5921
CI.JPLS,-118.173683,34.205299,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.34,55.44,0.2,4.332835,1.0,26.0,1.567e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01803751803751804,3.0,865.5921
CI.JTH,-116.037849,34.126438,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.07,67.32,0.2,4.407793,6.0,15.0,0.02386646,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,0.75,635.743
CI.JTH,-116.037849,34.126438,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.05,188.496,0.2,0.303018,3.0,22.0,0.00067635,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005305152363975893,1.5,635.743
CI.JTH,-116.037849,34.126438,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.34,55.44,0.2,1.144175,1.0,16.0,9.808e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01803751803751804,3.0,635.743
CI.JVA,-116.612663,34.366219,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.2,23.562,0.2,1.677513,6.0,22.0,0.00039444,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.042441218911807146,0.75,386.8584
CI.JVA,-116.612663,34.366219,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.1,94.248,0.2,0.060002,3.0,11.0,0.00035687,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,1.5,386.8584
CI.JVA,-116.612663,34.366219,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.52,36.249,0.2,5.489963,1.0,14.0,0.00020182,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,3.0,386.8584
CI.KML,-117.879089,33.597382,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.06,78.54,0.2,0.39954,6.0,22.0,0.00090446,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,0.75,897.9181
CI.KML,-117.879089,33.597382,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.12,78.54,0.2,0.253651,3.0,19.0,0.00023801,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.012732365673542143,1.5,897.9181
CI.KML,-117.879089,33.597382,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.51,36.96,0.2,0.991836,1.0,7.0,0.00071971,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.027056277056277056,3.0,897.9181
CI.KYV,-116.173401,33.925449,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,0.472648,6.0,18.0,0.00387127,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,528.5754
CI.KYV,-116.173401,33.925449,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.19,49.604,0.2,0.339933,3.0,6.0,0.00604496,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.020159664543182,1.5,528.5754
CI.KYV,-116.173401,33.925449,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.31,60.805,0.2,1.430476,1.0,8.0,0.00370527,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016446015952635475,3.0,528.5754
CI.LAF,-118.331429,33.868889,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.14,33.66,0.2,1.308173,6.0,14.0,0.00314806,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.029708853238265005,0.75,290.8454
CI.LAF,-118.331429,33.868889,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.05,188.496,0.2,0.737939,3.0,31.0,0.0008059,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.005305152363975893,1.5,290.8454
CI.LAF,-118.331429,33.868889,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.14,134.64,0.2,0.730283,1.0,18.0,0.0006608,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.007427213309566251,3.0,290.8454
CI.LAT,-118.776428,34.044491,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.1,47.124,0.2,1.674589,6.0,18.0,0.0044773,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.021220609455903573,0.75,668.0
CI.LAT,-118.776428,34.044491,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.23,40.977,0.2,1.123445,3.0,9.0,0.00401348,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.024403933914146962,1.5,668.0
CI.LAT,-118.776428,34.044491,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.65,28.999,0.2,2.906758,1.0,6.0,0.00214601,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.034483947722335255,3.0,668.0
CI.LCG,-118.377937,34.000332,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.23,20.489,0.2,0.899307,6.0,11.0,0.00107981,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.04880667675337986,0.75,333.5768
CI.LCG,-118.377937,34.000332,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.26,36.249,0.2,2.539103,3.0,13.0,0.00254026,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.02758696791635631,1.5,333.5768
CI.LCG,-118.377937,34.000332,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.08,235.619,0.2,1.088976,1.0,13.0,0.00621463,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.00424413990382779,3.0,333.5768
CI.LCP,-120.279961,34.735512,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.01,471.239,0.2,4.825305,6.0,10.0,0.13480713,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0021220654487425702,0.75,362.6299
CI.LCP,-120.279961,34.735512,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.16,58.905,0.2,1.952544,3.0,15.0,0.0035453,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.016976487564722857,1.5,362.6299
CI.LCP,-120.279961,34.735512,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.28,67.32,0.2,3.957445,1.0,24.0,9.059e-05,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.014854426619132503,3.0,362.6299
CI.LDF,-115.184158,35.130661,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.09,52.36,0.2,1.778868,6.0,18.0,0.00506899,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.019098548510313215,0.75,451.6077
CI.LDF,-115.184158,35.130661,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.1,94.248,0.2,2.44104,3.0,29.0,0.00114239,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.010610304727951787,1.5,451.6077
CI.LDF,-115.184158,35.130661,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.06,314.159,0.2,1.27595,1.0,34.0,0.00049566,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.0031831015504887655,3.0,451.6077
CI.LDR,-118.34156,34.990601,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,0.5-1.0,0.5,1.0,4.71,0.15,31.416,0.2,1.654025,6.0,18.0,0.00238622,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.03183091418385536,0.75,412.937
CI.LDR,-118.34156,34.990601,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,1.0-2.0,1.0,2.0,9.42,0.15,62.832,0.2,1.10881,3.0,19.0,0.00076753,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.01591545709192768,1.5,412.937
CI.LDR,-118.34156,34.990601,2020-01-01T00:00:00+0000 - 2023-01-01T00:00:00+0000,2.0-4.0,2.0,4.0,18.85,0.22,85.68,0.2,2.188505,1.0,17.0,0.00109061,10.0,/home/kffeng/DATA_CaSC/scedc_data_2020-2022/STACK_acfs_CI/,0.011671335200746964,3.0,412.937
