netst,stlo,stla,geometry,index_right,STATE,ORIG_LABEL,SGMC_LABEL,UNIT_LINK,UNIT_NAME,AGE_MIN,AGE_MAX,MAJOR1,MAJOR2,MAJOR3,MINOR1,MINOR2,MINOR3,MINOR4,MINOR5,INCIDENTAL,INDETERMIN,REF_ID,REFERENCE,GENERALIZE,DIGITAL_UR,NGMDB1,NGMDB2,NGMDB3,RuleID,FIPS_C
UW.DOORS,-123.257263,47.054611,POINT (-123.257263 47.054611),583.0,WA,Ev2,EOv2;0,WAEOv2;0,Middle and lower Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene - Bartonian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Early-Paleocene - Danian,Basalt,,,,,,,,"Siltstone, Sandstone",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.DOSE,-122.971802,47.717201,POINT (-122.971802 47.717201),539.0,WA,Ev2,EOv2;0,WAEOv2;0,Middle and lower Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene - Bartonian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Early-Paleocene - Danian,Basalt,,,,,,,,"Siltstone, Sandstone",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.DOTY,-123.369232,46.704639,POINT (-123.369232 46.704639),575.0,WA,Ev2,EOv2;0,WAEOv2;0,Middle and lower Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene - Bartonian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Early-Paleocene - Danian,Basalt,,,,,,,,"Siltstone, Sandstone",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.DY2,-119.772499,47.985031,POINT (-119.772499 47.985031),3495.0,WA,Qg1,Qg1;0,WAQg1;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.EDM,-122.151207,46.19717,POINT (-122.151207 46.19717),4129.0,WA,Qv,Qv;0,WAQv;0,Pleistocene-Recent volcanic rocks,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Basalt,,,Andesite,,,,,"Dacite, Rhyolite",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.ELW,-121.872673,47.494099,POINT (-121.872673 47.494099),3806.0,WA,Qg1t,Qg1t;0,WAQg1t;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.EPH2,-119.611687,47.370659,POINT (-119.611687 47.370659),3173.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.EQUIL,-122.85408,47.835159,POINT (-122.85408 47.835159),254.0,WA,E1,EO1;0,WAEO1;0,Upper upper Eocene nonmarine and marine rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Early-Eocene,Sandstone,,,Siltstone,,,,,"Lignite, Conglomerate, Shale, Mixed-clastic, Mafic-volcanic",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Sedimentary, clastic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,23.0,53
UW.ERW,-122.626007,48.453838,POINT (-122.626007 48.453838),4400.0,WA,EPKc,TKc;0,WATKc;0,Paleocene-Cretaceous nonmarine rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Eocene,Phanerozoic - Mesozoic - Cretaceous - Late-Cretaceous,Arkose,,,Conglomerate,Shale,,,,"Coal, Siltstone, Volcanic",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Sedimentary, clastic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,23.0,53
UW.ETW,-120.332359,47.604549,POINT (-120.332359 47.604549),1271.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.FISH,-123.559097,45.930599,POINT (-123.559097 45.930599),14834.0,OR,Tss,Tss;0,ORTss;0,Tuffaceous siltstone and sandstone,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Mudstone,,,Siltstone,Sandstone,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Sedimentary, clastic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,23.0,41
UW.FISH2,-123.499367,45.927509,POINT (-123.499367 45.927509),6705.0,OR,Qal,Qal;0,ORQal;0,Alluvial deposits,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Quaternary - Holocene,Sand,Gravel,Silt,Peat,,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,29.0,41
UW.FMW,-121.671463,46.941914,POINT (-121.671463 46.941914),4282.0,WA,Ti,Ti;0,WATi;0,"Tertiary dikes, sills, and small intrusive bodies",Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Eocene,Quartz-monzonite,Granite,Basalt,,,,,,"Hypabyssal-andesite, Quartz-diorite, Gabbro, Hypabyssal-dacite, Hypabyssal-rhyolite, Tonalite",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,3.0,53
UW.FORK,-124.5662,47.947498,POINT (-124.5662 47.947498),4058.0,WA,Qt,Qt;0,WAQt;0,Terrace deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Gravel,Sand,,Clay,Silt,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.GBB,-119.628983,46.608688,POINT (-119.628983 46.608688),1185.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.GNW,-122.824982,47.564129,POINT (-122.824982 47.564129),3855.0,WA,Qg1t,Qg1t;0,WAQg1t;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.GOBBL,-118.730194,48.67466,POINT (-118.730194 48.67466),1757.0,WA,OLMv,OGMIv;0,WAOGMIv;0,Oligocene-Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Middle-Miocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Oligocene,Andesite,,,Basalt,,,,,"Dacite, Rhyolite, Sandstone, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.GUEM,-122.630142,48.546669,POINT (-122.630142 48.546669),3412.0,WA,Qg,Qg;0,WAQg;0,"Glacial drift, undivided",Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Sand,Gravel,,,,,,,Unconsolidated,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.H2O,-119.42411,46.39555,POINT (-119.42411 46.39555),3628.0,WA,Qg1o,Qg1o;0,WAQg1o;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.HANS,-122.569412,47.90736,POINT (-122.569412 47.90736),3855.0,WA,Qg1t,Qg1t;0,WAQg1t;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.HDW,-123.055496,47.648312,POINT (-123.055496 47.648312),539.0,WA,Ev2,EOv2;0,WAEOv2;0,Middle and lower Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene - Bartonian,Phanerozoic - Cenozoic - Tertiary-Paleogene - Early-Paleocene - Danian,Basalt,,,,,,,,"Siltstone, Sandstone",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.HERD,-123.653099,47.22757,POINT (-123.653099 47.22757),4090.0,WA,Qt,Qt;0,WAQt;0,Terrace deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Gravel,Sand,,Clay,Silt,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.HILL,-122.447021,48.388062,POINT (-122.447021 48.388062),3810.0,WA,Qg1t,Qg1t;0,WAQg1t;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.HOOD,-121.650932,45.322262,POINT (-121.650932 45.322262),5175.0,OR,Qa,Qa;0,ORQa;0,Andesite,Phanerozoic - Cenozoic - Quaternary,Phanerozoic - Cenozoic - Quaternary,Basaltic-andesite,Andesite,,,,,,,"Dacite, Basalt",,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous, volcanic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,2.0,41
UW.HOPR,-120.894302,47.922901,POINT (-120.894302 47.922901),2366.0,WA,pTm,pTm;0,WApTm;0,"Pre-Tertiary metamorphic rocks, undivided",Phanerozoic - Paleozoic - Permian,Phanerozoic - Paleozoic - Permian,Metasedimentary,,,Schist,Gneiss,,,,"Marble, Quartzite, Amphibolite, Greenstone, Phyllite, Slate, Limestone, Tonalite, Gabbro, Hornfels",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Metamorphic, sedimentary",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,15.0,53
UW.HOQUI,-123.956596,47.08075,POINT (-123.956596 47.08075),4090.0,WA,Qt,Qt;0,WAQt;0,Terrace deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Gravel,Sand,,Clay,Silt,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.HSR,-122.180603,46.174171,POINT (-122.180603 46.174171),4129.0,WA,Qv,Qv;0,WAQv;0,Pleistocene-Recent volcanic rocks,Phanerozoic - Cenozoic - Quaternary - Holocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Basalt,,,Andesite,,,,,"Dacite, Rhyolite",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.HTW,-121.769142,47.804169,POINT (-121.769142 47.804169),454.0,WA,Ev,EOv;0,WAEOv;0,Eocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Andesite,,,Dacite,,,,,"Basalt, Conglomerate, Sandstone, Siltstone, Argillite",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.INGAL,-123.181992,46.720871,POINT (-123.181992 46.720871),320.0,WA,E2,EO2;0,WAEO2;0,Lower upper Eocene marine and nonmarine rocks,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Siltstone,Sandstone,,,,,,,"Conglomerate, Basalt, Claystone, Shale, Coal, Mixed-clastic",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Sedimentary, clastic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,23.0,53
UW.IRON,-118.474297,43.358002,POINT (-118.474297 43.358002),13301.0,OR,Tlf,Tlf;0,ORTlf;0,Lacustrine and fluvial deposits,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Miocene,Rhyolite,Diatomite,Siltstone-mudstone,Conglomerate,,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous and Sedimentary, undifferentiated",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,5.0,41
UW.IZEE,-119.504204,44.082001,POINT (-119.504204 44.082001),14028.0,OR,TRsv,TRsv;0,ORTRsv;0,Sedimentary and volcanic rocks,Phanerozoic - Mesozoic - Triassic - Early-Triassic,Phanerozoic - Mesozoic - Triassic - Early-Triassic,Mixed-clastic,Mafic-volcanic,,,,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous and Sedimentary, undifferentiated",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,5.0,41
UW.JEDS,-124.049049,43.751572,POINT (-124.049049 43.751572),15084.0,OR,Tt,Tt;0,ORTt;0,Tyee Formation,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Middle-Eocene,Sandstone,,,Siltstone,,,,,Dacite,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Sedimentary, clastic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,23.0,41
UW.KENT,-120.635101,45.235699,POINT (-120.635101 45.235699),11509.0,OR,Tcw,Tcw;0,ORTcw;0,Wanapum Basalt,Phanerozoic - Cenozoic - Tertiary-Neogene - Middle-Miocene,Phanerozoic - Cenozoic - Tertiary-Neogene - Middle-Miocene,Basalt,,,,,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous, volcanic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,2.0,41
UW.KNGST,-122.514687,47.802719,POINT (-122.514687 47.802719),3855.0,WA,Qg1t,Qg1t;0,WAQg1t;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.KREP,-121.459702,45.885201,POINT (-121.459702 45.885201),1069.0,WA,Mv,MIv;0,WAMIv;0,Miocene volcanic rocks,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene,Phanerozoic - Cenozoic - Tertiary-Paleogene - Late-Oligocene - Chattian,Basalt,,,,,,,,"Sandstone, Siltstone, Andesite, Dacite, Rhyolite, Conglomerate",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Igneous, volcanic",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,2.0,53
UW.KTSAP,-122.938744,47.518398,POINT (-122.938744 47.518398),3480.0,WA,Qg1,Qg1;0,WAQg1;0,Younger glacial drift,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Fine-detrital,Coarse-detrital,,,,,,,,,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.LBRT,-117.324921,47.38237,POINT (-117.324921 47.38237),3148.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
UW.LCCR,-122.478401,45.205898,POINT (-122.478401 45.205898),8872.0,OR,QTba,QTba;0,ORQTba;0,Basalt and basaltic andesite,Phanerozoic - Cenozoic - Quaternary - Pleistocene - Calabrian,Phanerozoic - Cenozoic - Tertiary-Neogene - Early-Pliocene - Zanclean,Basaltic-andesite,Basalt,,,,,,,,,OR392,"Miller, R.J., Raines, G.L., and Connors, K.A., 2002, Spatial digital database for the geologic map of Oregon: Geology compiled by G.W. Walker and N.S. MacLeod, USGS Open-File Report 03-67, scale 1:500,000.","Igneous, volcanic",https://pubs.usgs.gov/of/2003/of03-067/,https://ngmdb.usgs.gov/Prodesc/proddesc_16259.htm,,,2.0,41
UW.LCV,-118.276939,46.007992,POINT (-118.276939 46.007992),3059.0,WA,Qce,Qce;0,WAQce;0,Quaternary nonmarine deposits,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Phanerozoic - Cenozoic - Quaternary - Pleistocene,Silt,,,,,,,,"Gravel, Boulders, Sand",,WA097,"Raines, Gary L., and Johnson, Bruce R., 1996, Digital representation of the Washington state geologic map; a contribution to the Interior Columbia River basin ecosystem management project, U.S. Geological Survey Open-file report 95-0684, 20 p., plus digi","Unconsolidated, undifferentiated",https://pubs.usgs.gov/of/1995/of95-684/,https://ngmdb.usgs.gov/Prodesc/proddesc_30777.htm,,,29.0,53
